LOG,ADD,1000,1000,0.001452
LOG,ADD,1000,1000,0.000083
LOG,ADD,1000,1000,0.000091
LOG,ADD,5000,1000,0.001464
LOG,ADD,5000,1000,0.000083
LOG,ADD,5000,1000,0.000078
LOG,ADD,10000,1000,0.001804
LOG,ADD,10000,1000,0.000069
LOG,ADD,10000,1000,0.000061
LOG,ADD,50000,1000,0.001399
LOG,ADD,50000,1000,0.000086
LOG,ADD,50000,1000,0.000083
LOG,ADD,100000,1000,0.001485
LOG,ADD,100000,1000,0.000083
LOG,ADD,100000,1000,0.000046
LOG,ADD,500000,1000,0.001559
LOG,ADD,500000,1000,0.000074
LOG,ADD,500000,1000,0.000062
LOG,ADD,1000000,1000,0.001613
LOG,ADD,1000000,1000,0.000072
LOG,ADD,1000000,1000,0.000061
LOG,ADD,1000,2000,0.000080
LOG,ADD,1000,2000,0.000050
LOG,ADD,1000,2000,0.000048
LOG,ADD,5000,2000,0.000074
LOG,ADD,5000,2000,0.000064
LOG,ADD,5000,2000,0.000044
LOG,ADD,10000,2000,0.001541
LOG,ADD,10000,2000,0.000071
LOG,ADD,10000,2000,0.000060
LOG,ADD,50000,2000,0.001445
LOG,ADD,50000,2000,0.000071
LOG,ADD,50000,2000,0.000060
LOG,ADD,100000,2000,0.001470
LOG,ADD,100000,2000,0.000085
LOG,ADD,100000,2000,0.000047
LOG,ADD,500000,2000,0.001482
LOG,ADD,500000,2000,0.000085
LOG,ADD,500000,2000,0.000047
LOG,ADD,1000000,2000,0.001548
LOG,ADD,1000000,2000,0.000087
LOG,ADD,1000000,2000,0.000049
LOG,ADD,1000,3000,0.000061
LOG,ADD,1000,3000,0.000054
LOG,ADD,1000,3000,0.000056
LOG,ADD,5000,3000,0.000068
LOG,ADD,5000,3000,0.000048
LOG,ADD,5000,3000,0.000050
LOG,ADD,10000,3000,0.000054
LOG,ADD,10000,3000,0.000079
LOG,ADD,10000,3000,0.000090
LOG,ADD,50000,3000,0.000065
LOG,ADD,50000,3000,0.000081
LOG,ADD,50000,3000,0.000078
LOG,ADD,100000,3000,0.000063
LOG,ADD,100000,3000,0.000067
LOG,ADD,100000,3000,0.000048
LOG,ADD,500000,3000,0.000065
LOG,ADD,500000,3000,0.000068
LOG,ADD,500000,3000,0.000050
LOG,ADD,1000000,3000,0.000067
LOG,ADD,1000000,3000,0.000079
LOG,ADD,1000000,3000,0.000045
LOG,ADD,1000,4000,0.000064
LOG,ADD,1000,4000,0.000053
LOG,ADD,1000,4000,0.000051
LOG,ADD,5000,4000,0.000075
LOG,ADD,5000,4000,0.000051
LOG,ADD,5000,4000,0.000049
LOG,ADD,10000,4000,0.000059
LOG,ADD,10000,4000,0.000071
LOG,ADD,10000,4000,0.000045
LOG,ADD,50000,4000,0.000062
LOG,ADD,50000,4000,0.000064
LOG,ADD,50000,4000,0.000059
LOG,ADD,100000,4000,0.001549
LOG,ADD,100000,4000,0.000071
LOG,ADD,100000,4000,0.000066
LOG,ADD,500000,4000,0.001513
LOG,ADD,500000,4000,0.000085
LOG,ADD,500000,4000,0.000047
LOG,ADD,1000000,4000,0.001422
LOG,ADD,1000000,4000,0.000081
LOG,ADD,1000000,4000,0.000045
