LOG,ADD,100000,1000,0.003866
LOG,ADD,100000,1000,0.002686
LOG,ADD,100000,1000,0.002540
LOG,ADD,100000,1000,0.002527
LOG,ADD,100000,1000,0.002622
LOG,ADD,250000,1000,0.003994
LOG,ADD,250000,1000,0.002597
LOG,ADD,250000,1000,0.002722
LOG,ADD,250000,1000,0.002650
LOG,ADD,250000,1000,0.002706
LOG,ADD,500000,1000,0.004153
LOG,ADD,500000,1000,0.002616
LOG,ADD,500000,1000,0.002659
LOG,ADD,500000,1000,0.002575
LOG,ADD,500000,1000,0.002651
LOG,ADD,750000,1000,0.004183
LOG,ADD,750000,1000,0.002785
LOG,ADD,750000,1000,0.002618
LOG,ADD,750000,1000,0.002627
LOG,ADD,750000,1000,0.002963
LOG,ADD,1000000,1000,0.004123
LOG,ADD,1000000,1000,0.002716
LOG,ADD,1000000,1000,0.002582
LOG,ADD,1000000,1000,0.002649
LOG,ADD,1000000,1000,0.002921
LOG,ADD,100000,2000,0.004054
LOG,ADD,100000,2000,0.002636
LOG,ADD,100000,2000,0.002637
LOG,ADD,100000,2000,0.002617
LOG,ADD,100000,2000,0.002697
LOG,ADD,250000,2000,0.004250
LOG,ADD,250000,2000,0.002723
LOG,ADD,250000,2000,0.002624
LOG,ADD,250000,2000,0.002708
LOG,ADD,250000,2000,0.002731
LOG,ADD,500000,2000,0.004607
LOG,ADD,500000,2000,0.003008
LOG,ADD,500000,2000,0.003020
LOG,ADD,500000,2000,0.002959
LOG,ADD,500000,2000,0.003046
LOG,ADD,750000,2000,0.004163
LOG,ADD,750000,2000,0.002615
LOG,ADD,750000,2000,0.002629
LOG,ADD,750000,2000,0.002716
LOG,ADD,750000,2000,0.002721
LOG,ADD,1000000,2000,0.003992
LOG,ADD,1000000,2000,0.002679
LOG,ADD,1000000,2000,0.002759
LOG,ADD,1000000,2000,0.002673
LOG,ADD,1000000,2000,0.002714
LOG,ADD,100000,3000,0.002558
LOG,ADD,100000,3000,0.002576
LOG,ADD,100000,3000,0.002601
LOG,ADD,100000,3000,0.002629
LOG,ADD,100000,3000,0.002741
LOG,ADD,250000,3000,0.002795
LOG,ADD,250000,3000,0.002620
LOG,ADD,250000,3000,0.002666
LOG,ADD,250000,3000,0.002638
LOG,ADD,250000,3000,0.002620
LOG,ADD,500000,3000,0.002746
LOG,ADD,500000,3000,0.002667
LOG,ADD,500000,3000,0.002597
LOG,ADD,500000,3000,0.002747
LOG,ADD,500000,3000,0.002828
LOG,ADD,750000,3000,0.004243
LOG,ADD,750000,3000,0.002634
LOG,ADD,750000,3000,0.002621
LOG,ADD,750000,3000,0.002678
LOG,ADD,750000,3000,0.002702
LOG,ADD,1000000,3000,0.002981
LOG,ADD,1000000,3000,0.002781
LOG,ADD,1000000,3000,0.003396
LOG,ADD,1000000,3000,0.002731
LOG,ADD,1000000,3000,0.003001
LOG,ADD,100000,4000,0.004032
LOG,ADD,100000,4000,0.002728
LOG,ADD,100000,4000,0.002668
LOG,ADD,100000,4000,0.002925
LOG,ADD,100000,4000,0.002811
LOG,ADD,250000,4000,0.002713
LOG,ADD,250000,4000,0.002779
LOG,ADD,250000,4000,0.002791
LOG,ADD,250000,4000,0.002773
LOG,ADD,250000,4000,0.002704
LOG,ADD,500000,4000,0.004222
LOG,ADD,500000,4000,0.003650
LOG,ADD,500000,4000,0.003642
LOG,ADD,500000,4000,0.002817
LOG,ADD,500000,4000,0.003152
LOG,ADD,750000,4000,0.002753
LOG,ADD,750000,4000,0.002806
LOG,ADD,750000,4000,0.002723
LOG,ADD,750000,4000,0.002720
LOG,ADD,750000,4000,0.002779
LOG,ADD,1000000,4000,0.004313
LOG,ADD,1000000,4000,0.002802
LOG,ADD,1000000,4000,0.002600
LOG,ADD,1000000,4000,0.002641
LOG,ADD,1000000,4000,0.002676
