LOG,REMOVE,1000,1000,0.001502
LOG,REMOVE,5000,1000,0.007251
LOG,REMOVE,10000,1000,0.014632
LOG,REMOVE,50000,1000,0.072879
LOG,REMOVE,100000,1000,0.145966
LOG,REMOVE,500000,1000,0.724983
LOG,REMOVE,1000000,1000,1.472732
LOG,REMOVE,1000,2000,0.001539
LOG,REMOVE,5000,2000,0.004516
LOG,REMOVE,10000,2000,0.007552
LOG,REMOVE,50000,2000,0.037067
LOG,REMOVE,100000,2000,0.077955
LOG,REMOVE,500000,2000,0.369199
LOG,REMOVE,1000000,2000,0.730810
LOG,REMOVE,1000,3000,0.001610
LOG,REMOVE,5000,3000,0.003015
LOG,REMOVE,10000,3000,0.005992
LOG,REMOVE,50000,3000,0.025449
LOG,REMOVE,100000,3000,0.051100
LOG,REMOVE,500000,3000,0.246270
LOG,REMOVE,1000000,3000,0.489434
LOG,REMOVE,1000,4000,0.001671
LOG,REMOVE,5000,4000,0.003139
LOG,REMOVE,10000,4000,0.004519
LOG,REMOVE,50000,4000,0.019259
LOG,REMOVE,100000,4000,0.037243
LOG,REMOVE,500000,4000,0.183792
LOG,REMOVE,1000000,4000,0.363715
