IBBE-SGX,250,874.572372
IBBE-SGX,500,501.583648
IBBE-SGX,750,367.378380
IBBE-SGX,1000,308.868796
IBBE-SGX,1250,269.187761
IBBE-SGX,1500,252.262147
IBBE-SGX,1750,232.556103
IBBE-SGX,2000,204.912743
IBBE-SGX,2250,201.574585
IBBE-SGX,2500,198.734211
IBBE-SGX,2750,195.436781
IBBE-SGX,3000,191.765238
IBBE-SGX,3250,185.303840
IBBE-SGX,3500,184.306732
