DECRYPT,250,0.075824
DECRYPT,500,0.152064
DECRYPT,750,0.220063
DECRYPT,1000,0.298896
DECRYPT,1250,0.386228
DECRYPT,1500,0.470406
DECRYPT,1750,0.565012
DECRYPT,2000,0.648950
DECRYPT,2250,0.753677
DECRYPT,2500,0.869878
DECRYPT,2750,0.976547
DECRYPT,3000,1.086721
DECRYPT,3250,1.195184
DECRYPT,3500,1.327898
