RSA_ADD_MEMBER,257,0.000376,0.000172,0.001433,0.000043,0.000177
RSA_CREATE_GROUP,512,0.026848,0.000121,0.000484,8594,131080
RSA_ADD_MEMBER,513,0.000952,0.000371,0.001414,0.000089,0.000248
RSA_CREATE_GROUP,1024,0.047842,0.000253,0.000698,17322,262152
RSA_ADD_MEMBER,1025,0.001403,0.000729,0.001288,0.000180,0.000790
RSA_CREATE_GROUP,2048,0.093210,0.000422,0.001339,35754,524296
RSA_ADD_MEMBER,2049,0.002270,0.001591,0.001382,0.000408,0.000915
RSA_CREATE_GROUP,4096,0.184499,0.001239,0.002488,72618,1048584
RSA_ADD_MEMBER,4097,0.006085,0.003292,0.001872,0.001429,0.002188
RSA_CREATE_GROUP,8192,0.364000,0.002113,0.004790,146346,2097160
RSA_ADD_MEMBER,8193,0.012286,0.006802,0.002207,0.002280,0.005346
RSA_CREATE_GROUP,16384,0.756423,0.006054,0.008161,300186,4194312
RSA_ADD_MEMBER,16385,0.021174,0.013681,0.003153,0.004505,0.007256
RSA_CREATE_GROUP,32768,1.509892,0.011315,0.015755,611482,8388616
RSA_ADD_MEMBER,32769,0.037893,0.027810,0.005076,0.010974,0.016972
RSA_CREATE_GROUP,65536,2.989581,0.034158,0.032630,1234074,16777224
RSA_ADD_MEMBER,65537,0.076317,0.060422,0.005337,0.023905,0.034059
RSA_CREATE_GROUP,131072,5.482620,0.064729,0.072916,2510330,33554440
RSA_ADD_MEMBER,131073,0.177736,0.108488,0.009200,0.056076,0.071176
RSA_CREATE_GROUP,262144,10.696168,0.092268,0.141435,5131770,67108872
RSA_ADD_MEMBER,262145,0.321758,0.188814,0.019898,0.081170,0.144744
RSA_CREATE_GROUP,524288,21.375153,0.169388,0.268842,10374650,134217736
RSA_ADD_MEMBER,524289,0.616461,0.373519,0.039807,0.160642,0.264855
RSA_CREATE_GROUP,1048576,42.992711,0.398085,2.079620,20908986,268435464
RSA_ADD_MEMBER,1048577,1.062025,0.844588,0.073820,0.332933,2.087024
CREATE_GROUP,16,0.076418,0.006050,0.017155,246,448
REMOVE_MEMBER,15,0.007473,0.009254,0.061779,0.007235,0.019793
CREATE_GROUP,32,0.005074,0.000016,0.000709,502,448
REMOVE_MEMBER,31,0.000303,0.000030,0.012703,0.000016,0.000744
CREATE_GROUP,64,0.004761,0.000014,0.000285,1014,448
REMOVE_MEMBER,63,0.000162,0.000031,0.011994,0.000019,0.000665
CREATE_GROUP,128,0.004315,0.000016,0.000257,2066,448
REMOVE_MEMBER,127,0.000172,0.000048,0.011091,0.000021,0.000500
CREATE_GROUP,256,0.004488,0.000029,0.000459,4242,448
REMOVE_MEMBER,255,0.000255,0.000061,0.011003,0.000030,0.000704
CREATE_GROUP,512,0.004384,0.000055,0.000408,8594,448
REMOVE_MEMBER,511,0.000334,0.000096,0.011060,0.000035,0.000243
CREATE_GROUP,1024,0.005131,0.000095,0.000653,17322,448
REMOVE_MEMBER,1023,0.000157,0.000228,0.010893,0.000068,0.000189
CREATE_GROUP,2048,0.009452,0.000121,0.000502,35754,880
REMOVE_MEMBER,2047,0.000521,0.000417,0.011297,0.000157,0.000230
CREATE_GROUP,4096,0.015751,0.000402,0.000597,72618,1312
REMOVE_MEMBER,4095,0.000674,0.000731,0.013859,0.000325,0.000760
CREATE_GROUP,8192,0.028357,0.000792,0.000727,146346,2176
REMOVE_MEMBER,8191,0.000776,0.001626,0.019629,0.000642,0.000444
CREATE_GROUP,16384,0.055390,0.001756,0.000865,300186,3904
REMOVE_MEMBER,16383,0.003010,0.003188,0.032363,0.001301,0.000888
CREATE_GROUP,32768,0.105380,0.003802,0.001330,611482,7360
REMOVE_MEMBER,32767,0.002770,0.006870,0.055353,0.002714,0.001090
CREATE_GROUP,65536,0.213287,0.013819,0.002210,1234074,14272
REMOVE_MEMBER,65535,0.006968,0.021015,0.102638,0.005100,0.002131
CREATE_GROUP,131072,0.570499,0.036171,0.004859,2510330,28528
REMOVE_MEMBER,131071,0.014412,0.042206,0.217865,0.060510,0.004955
CREATE_GROUP,262144,0.858697,0.030506,0.007313,5131770,57040
REMOVE_MEMBER,262143,0.023338,0.063016,0.370498,0.030530,0.007491
CREATE_GROUP,524288,1.629710,0.046813,0.018433,10374650,113632
REMOVE_MEMBER,524287,0.044983,0.101663,0.723066,0.056061,0.020711
CREATE_GROUP,1048576,3.325009,0.155985,0.034770,20908986,226816
REMOVE_MEMBER,1048575,0.070836,0.265839,1.446552,0.123620,0.033424
RSA_CREATE_GROUP,16,0.156025,0.000017,0.000576,246,4104
RSA_REMOVE_MEMBER,15,0.000204,0.000022,0.000839,0.000008,0.000234
RSA_CREATE_GROUP,32,0.001691,0.000011,0.000103,502,8200
RSA_REMOVE_MEMBER,31,0.000117,0.000027,0.001638,0.000009,0.000095
RSA_CREATE_GROUP,64,0.003401,0.000016,0.000207,1014,16392
RSA_REMOVE_MEMBER,63,0.000145,0.000048,0.003444,0.000019,0.000262
RSA_CREATE_GROUP,128,0.007034,0.000036,0.000194,2066,32776
RSA_REMOVE_MEMBER,127,0.000305,0.000090,0.006674,0.000034,0.000192
RSA_CREATE_GROUP,256,0.013631,0.000065,0.000390,4242,65544
RSA_REMOVE_MEMBER,255,0.000448,0.000173,0.013467,0.000061,0.000403
RSA_CREATE_GROUP,512,0.025256,0.000120,0.000363,8594,131080
RSA_REMOVE_MEMBER,511,0.000537,0.000334,0.023988,0.000127,0.000473
RSA_CREATE_GROUP,1024,0.047713,0.000271,0.000539,17322,262152
RSA_REMOVE_MEMBER,1023,0.001004,0.000796,0.047704,0.000330,0.000814
RSA_CREATE_GROUP,2048,0.093919,0.000596,0.001368,35754,524296
RSA_REMOVE_MEMBER,2047,0.003068,0.001583,0.096271,0.000529,0.001400
RSA_CREATE_GROUP,4096,0.192595,0.001186,0.002320,72618,1048584
RSA_REMOVE_MEMBER,4095,0.004380,0.003766,0.195150,0.001218,0.002336
RSA_CREATE_GROUP,8192,0.409824,0.002788,0.004479,146346,2097160
RSA_REMOVE_MEMBER,8191,0.010163,0.006582,0.389090,0.002422,0.004135
RSA_CREATE_GROUP,16384,0.800008,0.005591,0.006705,300186,4194312
RSA_REMOVE_MEMBER,16383,0.018607,0.016501,0.797198,0.006217,0.006879
RSA_CREATE_GROUP,32768,1.593065,0.012423,0.017607,611482,8388616
RSA_REMOVE_MEMBER,32767,0.034400,0.037309,1.526490,0.015888,0.017642
RSA_CREATE_GROUP,65536,3.056902,0.035870,0.032184,1234074,16777224
RSA_REMOVE_MEMBER,65535,0.069801,0.056757,2.756354,0.036321,0.036230
RSA_CREATE_GROUP,131072,5.334093,0.042517,0.073160,2510330,33554440
RSA_REMOVE_MEMBER,131071,0.138826,0.091247,5.418490,0.038291,0.070759
RSA_CREATE_GROUP,262144,10.669754,0.082884,0.136813,5131770,67108872
RSA_REMOVE_MEMBER,262143,0.306121,0.185937,10.793238,0.073237,0.141955
RSA_CREATE_GROUP,524288,21.336940,0.254673,1.362829,10374650,134217736
RSA_REMOVE_MEMBER,524287,0.604904,0.376764,22.214338,0.514968,1.279808
RSA_CREATE_GROUP,1048576,44.156202,1.076097,3.694163,20908986,268435464
RSA_REMOVE_MEMBER,1048575,1.135948,0.885814,44.591437,0.721061,1.963637
CREATE_GROUP,16,0.105962,0.003200,0.018257,246,448
DECRYPT_KEY,16,0.003910,0.011699,0.082983
CREATE_GROUP,32,0.015536,0.000020,0.000726,502,448
DECRYPT_KEY,32,0.000116,0.000050,0.019141
CREATE_GROUP,64,0.004845,0.000019,0.000594,1014,448
DECRYPT_KEY,64,0.000701,0.000033,0.026452
CREATE_GROUP,128,0.004249,0.000021,0.000689,2066,448
DECRYPT_KEY,128,0.000279,0.000033,0.041894
CREATE_GROUP,256,0.004417,0.000028,0.000923,4242,448
DECRYPT_KEY,256,0.000537,0.000057,0.077546
CREATE_GROUP,512,0.004442,0.000042,0.001986,8594,448
DECRYPT_KEY,512,0.001135,0.000103,0.157466
CREATE_GROUP,1024,0.005063,0.000064,0.000885,17322,448
DECRYPT_KEY,1024,0.000823,0.000232,0.316763
CREATE_GROUP,2048,0.011178,0.000180,0.000576,35754,880
DECRYPT_KEY,2048,0.001443,0.000466,0.685913
CREATE_GROUP,4096,0.015574,0.000350,0.003656,72618,1312
DECRYPT_KEY,4096,0.001666,0.000698,0.702772
CREATE_GROUP,8192,0.029599,0.000884,0.000622,146346,2176
DECRYPT_KEY,8192,0.001661,0.001924,0.713116
CREATE_GROUP,16384,0.059897,0.002436,0.000755,300186,3904
DECRYPT_KEY,16384,0.001702,0.004434,0.723242
CREATE_GROUP,32768,0.106551,0.004066,0.001143,611482,7360
DECRYPT_KEY,32768,0.003802,0.007585,0.709675
CREATE_GROUP,65536,0.213058,0.010531,0.002446,1234074,14272
DECRYPT_KEY,65536,0.007399,0.018820,0.724134
CREATE_GROUP,131072,0.521589,0.046829,0.007117,2510330,28528
DECRYPT_KEY,131072,0.016417,0.054899,0.799199
CREATE_GROUP,262144,0.887356,0.031022,0.008019,5131770,57040
DECRYPT_KEY,262144,0.023763,0.073239,0.783094
CREATE_GROUP,524288,1.601403,0.044922,0.018808,10374650,113632
DECRYPT_KEY,524288,0.042984,0.102263,0.790038
CREATE_GROUP,1048576,3.226975,0.139009,0.033621,20908986,226816
DECRYPT_KEY,1048576,0.123538,0.217145,0.897219
RSA_CREATE_GROUP,16,0.410555,0.000023,0.001018,246,4104
RSA_DECRYPT_KEY,16,0.000538,0.000032,0.003533
RSA_CREATE_GROUP,32,0.002358,0.000015,0.000309,502,8200
RSA_DECRYPT_KEY,32,0.000248,0.000039,0.001860
RSA_CREATE_GROUP,64,0.004617,0.000026,0.000240,1014,16392
RSA_DECRYPT_KEY,64,0.000222,0.000073,0.001752
RSA_CREATE_GROUP,128,0.007370,0.000038,0.000244,2066,32776
RSA_DECRYPT_KEY,128,0.000264,0.000088,0.001438
RSA_CREATE_GROUP,256,0.014190,0.000067,0.000343,4242,65544
RSA_DECRYPT_KEY,256,0.000441,0.000195,0.001383
RSA_CREATE_GROUP,512,0.026047,0.000133,0.000479,8594,131080
RSA_DECRYPT_KEY,512,0.000772,0.000366,0.001370
RSA_CREATE_GROUP,1024,0.046433,0.000234,0.000621,17322,262152
RSA_DECRYPT_KEY,1024,0.001332,0.000789,0.001217
RSA_CREATE_GROUP,2048,0.092605,0.000437,0.001117,35754,524296
RSA_DECRYPT_KEY,2048,0.002438,0.001158,0.001197
RSA_CREATE_GROUP,4096,0.183665,0.000940,0.002101,72618,1048584
RSA_DECRYPT_KEY,4096,0.004082,0.003056,0.001438
