SYN_TRACE,50000x1000,0,2.576759
SYN_TRACE,50000x1000,1,9.850003
SYN_TRACE,50000x1000,2,16.713242
SYN_TRACE,50000x1000,3,24.599990
SYN_TRACE,50000x1000,4,28.761593
SYN_TRACE,50000x1000,5,38.354359
SYN_TRACE,50000x1000,6,44.797580
SYN_TRACE,50000x1000,7,48.341267
SYN_TRACE,50000x1000,8,56.580422
SYN_TRACE,50000x1000,9,62.331516
SYN_TRACE,50000x1000,10,67.875041
